C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_07_678.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_07_678.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_07_678.jpg,0,0,0,7.83E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_07_946.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_07_946.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_07_946.jpg,0,0,0,7.86E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_070.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_070.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_070.jpg,0,0,0,7.83E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_226.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_226.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_226.jpg,0,0,0,7.81E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_351.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_351.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_351.jpg,0,0,0,7.85E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_506.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_506.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_506.jpg,0,0,0,7.83E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_606.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_606.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_606.jpg,0,0,0,7.98E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_716.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_716.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_716.jpg,0,0,0,7.91E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_843.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_843.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_843.jpg,0,0,0,7.79E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_08_947.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_08_947.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_08_947.jpg,0,0,0,7.84E-05
C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\center_2019_07_30_07_35_09_067.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\left_2019_07_30_07_35_09_067.jpg, C:\MS_WS\test\udacity\4_behaviour_cloning\simulator-windows-64\data\IMG\right_2019_07_30_07_35_09_067.jpg,0,0,0,7.79E-05
